,property_name,host_name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,country,lat,long,availability_365,review_rating
2831,Cosy Loft in the Heart of Borne,Anna,Loft,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,2.0,3,1.0,70.0,94.07480119284294,0.0,1,Spain,2.18038,41.38683,0,70.0
2832,Décima-Quarta Esquadra — r/C,Marlene,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,35.0,30.0,25.0,1,Portugal,-8.6312,41.14587,249,100.0
2833,"New & Clean Single Room in TST, next to MTR!",Yuki,Hostel,Private room,Real Bed,2,1125,moderate,1,1.0,1.0,49,1.0,377.0,50.0,0.0,1,Hong Kong,114.17189,22.29879,66,94.0
2834,New! Bright 2bed easily connected to the center,Sara,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,2.0,3.0,23,1.0,94.0,65.0,15.0,4,Spain,2.14504,41.40303,332,95.0
2835,Sweet Home in Porto,Priscila,Apartment,Private room,Real Bed,1,3,moderate,2,1.0,1.0,72,1.0,20.0,6.0,0.0,1,Portugal,-8.62006,41.16364,39,93.0
2836,One-Bedroom Apartment With Balcony! (Bridges),OportoDesign,Apartment,Entire home/apt,Real Bed,2,28,strict_14_with_grace_period,4,1.0,2.0,0,1.0,90.0,10.0,0.0,1,Portugal,-8.61027,41.14334,228,93.09924038225925
2837,"Kona Reef, F5 - Beautiful remodeled Condo stunning ocean/sunset views",First Island Realty,Condominium,Entire home/apt,Real Bed,1,720,strict_14_with_grace_period,3,1.0,1.0,10,1.0,159.0,170.0,0.0,1,United States,-155.98876,19.63025,308,96.0
2838,Central 3 Beds + Breakfast & Balcony (3A),Charly,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,2.0,40,1.0,40.0,0.0,0.0,1,Spain,2.16078,41.38334,81,84.0
2839,"900+sq ft Modern Comfy Apartment, TST Centre",Abagail,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,12,2.0,7.0,11,1.0,1978.0,600.0,180.0,4,Hong Kong,114.17384,22.29765,74,93.0
2840,Espaço Palmeiras,Paulo,Apartment,Entire home/apt,Real Bed,2,1125,flexible,6,3.0,6.0,3,2.0,40.0,20.0,15.0,1,Portugal,-8.60358,41.11205,0,100.0
2841,Victorian Apartment w/ Private Terrace,Nimi,Apartment,Entire home/apt,Real Bed,2,1125,flexible,6,3.0,3.0,8,1.5,301.0,25.0,25.0,2,Canada,-73.57632,45.50792,0,93.0
2842,MEHMET'S PLACE IN ISTANBUL,Mehmet,Serviced apartment,Entire home/apt,Real Bed,3,35,moderate,8,3.0,5.0,31,1.0,295.0,0.0,0.0,1,Turkey,28.97545,41.03743,333,96.0
2843,Iconic Sydney CBD Barangaroo Harbour View Living,Lynn,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,2.0,3.0,11,1.0,200.0,100.0,30.0,1,Australia,151.2027,-33.85929,302,91.0
2844,Wonderful room in the heart of Plateau.,Esther,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,6,1.0,50.0,94.07480119284294,0.0,1,Canada,-73.58449,45.51705,0,100.0
2845,Eixample Dret València Cartagena,Sonia - Interhome,Apartment,Entire home/apt,Real Bed,1,28,super_strict_30,3,2.0,2.0,2,1.0,71.0,0.0,0.0,3,Spain,2.18163,41.4073,188,80.0
2846,Bright & Stunning 2BR APT w/City View &Wifi,Anton,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2.0,3.0,60,1.0,151.0,69.0,30.0,4,Australia,151.20932,-33.88036,39,91.0
2847,"Causeway Bay, For 2  . walk to Times Square (1d)",Jov,Apartment,Private room,Real Bed,29,1125,flexible,2,1.0,1.0,0,1.0,283.0,100.0,0.0,1,Hong Kong,114.18425,22.27852,364,93.09924038225925
2848,Cozy room in Galata,Öykü,Serviced apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2,1.0,1.0,0,1.0,69.0,150.0,26.0,1,Turkey,28.97536,41.02702,56,93.09924038225925
2849,"Spacious, charming & quiet delight",Jay,Apartment,Entire home/apt,Real Bed,2,12,strict_14_with_grace_period,3,1.0,1.0,74,1.0,250.0,85.0,50.0,2,United States,-74.00004,40.74316,317,95.0
2850,"Artsy and Comfy Bedroom, Living Room, Terrace",Marysia,Apartment,Private room,Real Bed,2,90,strict_14_with_grace_period,1,1.0,1.0,0,1.0,75.0,0.0,10.0,1,United States,-73.9513,40.6769,15,93.09924038225925
2851,"COME INN 2인실B(1더블침대) 침사취이역B1에서 5분거리, 한국어 영어 중국어가능",Bella,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2,1.0,1.0,40,1.0,259.0,48.0,0.0,1,Hong Kong,114.17388,22.30196,31,94.0
2852,Spacious 3BR condo in the Plateau Mont-Royal,Constantin,Condominium,Entire home/apt,Real Bed,5,1125,moderate,6,3.0,3.0,1,1.5,150.0,94.07480119284294,0.0,1,Canada,-73.58345,45.53049,253,100.0
2853,"HKJL03-D Mongkok cozy R,kitchen,1.2*2m bed,wifi",Laura,Condominium,Private room,Real Bed,1,365,moderate,2,1.0,1.0,11,1.0,424.0,98.0,0.0,1,Hong Kong,114.16911,22.32093,75,93.0
2854,Apartamento Céntrico,Lara,Guesthouse,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,2,1.0,50.0,35.0,44.0,1,Spain,2.14741,41.37974,365,90.0
2855,Belle maison,Hamza,House,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,2.0,0,1.0,85.0,94.07480119284294,0.0,1,Canada,-73.70265,45.54136,0,93.09924038225925
2856,Private bedroom in east end renovated apartment,William,Apartment,Private room,Real Bed,2,1125,flexible,1,1.0,1.0,10,1.0,23.0,12.0,13.0,1,Canada,-73.54863,45.54561,90,88.0
2857,Private Room and Bathroom For Our Guests,Emine,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,1.0,2,1.0,105.0,94.07480119284294,0.0,1,Turkey,29.1343,40.9763,365,100.0
2858,Queen Yataklı Oda & Queen Room,Sarah,Hotel,Private room,Real Bed,1,90,flexible,2,1.0,1.0,2,1.0,7203.0,94.07480119284294,0.0,1,Turkey,28.98827,41.03429,365,70.0
2859,Ocean Views and Pool Lounging in 3-bed near Beach,Godelieve,Guest suite,Entire home/apt,Real Bed,2,30,moderate,4,3.0,3.0,17,1.0,100.0,209.0,30.0,3,Australia,151.29039,-33.75595,0,88.0
2860,Modern style house which is close to Atatürk airp.,Can,Townhouse,Entire home/apt,Real Bed,3,7,flexible,2,2.0,1.0,5,1.0,211.0,30.0,149.0,1,Turkey,28.7871,40.99693,140,100.0
2861,Cozy Room near the Beach and 10 min away city cent,Carlos,Loft,Private room,Real Bed,3,20,strict_14_with_grace_period,2,1.0,1.0,24,1.5,50.0,15.0,0.0,1,Spain,2.19918,41.39715,140,92.0
2862,2633 - AB Barceloneta - Artistic Style Apartment - Beachside apartment for 2 with balcony and WiFi,Robbie & Kay,Apartment,Entire home/apt,Real Bed,32,330,moderate,2,1.0,1.0,0,1.0,60.0,120.0,0.0,2,Spain,2.19012,41.38033,29,93.09924038225925
2863,Connection family room seperate toilets.,Artika,Hotel,Private room,Real Bed,1,29,flexible,5,2.0,4.0,21,2.0,654.0,0.0,60.0,5,Turkey,28.97072,41.00667,130,98.0
2864,Cosme Guesthouse |Triplo,Cosme,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,2.0,3.0,1,1.0,95.0,94.07480119284294,0.0,1,Portugal,-8.59829,41.14641,335,100.0
2865,Superbe maison vintage au cœur du plateau,Kyle,House,Entire home/apt,Real Bed,4,1125,flexible,6,3.0,3.0,0,1.0,284.0,94.07480119284294,0.0,1,Canada,-73.56918,45.53972,365,93.09924038225925
2866,WONDERFUL APARTMENT NEAR PASEO DE GRACIA,Mara,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,3.0,5.0,13,2.0,80.0,50.0,20.0,3,Spain,2.15482,41.38046,275,86.0
2867,Cacao-Ocean Room at Hamakua Chocolate Farm,Berndt And Dan,Farm stay,Private room,Real Bed,2,9,flexible,2,1.0,1.0,12,1.0,169.0,39.0,0.0,1,United States,-155.10169,19.79571,145,100.0
2868,La lumière,Jalil,Condominium,Entire home/apt,Real Bed,300,1125,flexible,3,2.0,2.0,4,1.0,50.0,94.07480119284294,0.0,1,Canada,-73.63115,45.50941,179,90.0
2869,"The Aloha Studio in Sunny Kihei, Maui!",Philippe & Sofia,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,49,1.0,110.0,80.0,0.0,1,United States,-156.45704,20.76492,229,93.0
2870,旺角酒店式公寓,菁,Condominium,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,1.0,5,1.0,1287.0,280.0,280.0,1,Hong Kong,114.17685,22.31537,0,96.0
2871,56E 2 Bedrooms 1 Bathroom Apartment for Lease,Rita,Serviced apartment,Entire home/apt,Real Bed,28,1125,flexible,4,2.0,2.0,0,1.0,754.0,0.0,0.0,1,Hong Kong,113.95126,22.29375,362,93.09924038225925
2872,Paseo de Gracia Apartment 4 3,Apartime,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,2.0,0,1.0,90.0,50.0,20.0,2,Spain,2.17051,41.39397,289,93.09924038225925
2873,Room in beach house 200m to beach,Jasper,House,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,1,1.0,45.0,94.07480119284294,0.0,1,Australia,151.2904,-33.77223,0,100.0
2874,Cozy Apartment Las Ramblas,Carla,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,2,1.0,1.0,2,1.0,45.0,60.0,0.0,1,Spain,2.1737,41.3846,0,100.0
2875,Lovely Erskineville terrace near Sydney Uni/RPA,Patricia,Townhouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,2.0,11,1.0,75.0,50.0,20.0,1,Australia,151.18387,-33.89885,80,100.0
2876,Apartamento com terraço e metro próximo,Gundega & Antonio,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,2.0,15,2.0,42.0,20.0,5.0,2,Portugal,-8.59938,41.1214,186,97.0
2877,Beautiful room at Tibidabbo,Chris,Serviced apartment,Private room,Real Bed,60,90,moderate,1,1.0,1.0,5,2.0,17.0,0.0,5.0,1,Spain,2.13289,41.41021,75,100.0
2878,"Apartment for 4 people, near the beach!",Luiza,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,4,1.0,1.0,0,1.0,168.0,150.0,40.0,2,Brazil,-43.20362663891892,-22.983508564264493,76,93.09924038225925
2879,Hawaii Is Calling You!! Answer the Call!!,Edna,Condominium,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,0.0,1.0,19,1.0,99.0,75.0,0.0,1,United States,-155.99107,19.63583,103,99.0
2880,Kama'iki,Marlene,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,2.0,5,1.0,170.0,150.0,25.0,4,United States,-157.99501,21.31398,307,80.0
2881,(inRAMBLAS) 1double room! Historic center,Jorge,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1.0,2.0,49,1.0,68.0,8.0,12.0,2,Spain,2.17696,41.37818,47,91.0
2882,Big&Bright RM#B21n,James,House,Private room,Real Bed,32,184,flexible,1,1.0,1.0,0,2.0,35.0,94.07480119284294,0.0,1,Canada,-73.59185,45.45064,276,93.09924038225925
2883,Two room suite 1min from subway 20min to Manhattan,Reina,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,40,1.0,47.0,15.0,0.0,1,United States,-73.95623,40.68915,281,85.0
2884,"(旺角)距離地鐵站半分鐘;超方便,安全,乾淨,舒適的住宿;免費上網wifi;私人洗手間;冷暖空調",Gigi,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,72,1.0,353.0,39.0,100.0,2,Hong Kong,114.16965,22.31769,61,94.0
2885,ON Passeig de Gràcia LUXURY 2BR TERRACE&concierge,Jaume,Serviced apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,4,2.0,3.0,0,2.0,160.0,120.0,0.0,1,Spain,2.16664,41.39064,352,93.09924038225925
2886,BessaApartments 1A-Porto,Manuela Batista,Apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2.0,4.0,5,2.0,100.0,10.0,10.0,4,Portugal,-8.64467,41.16132,165,96.0
2887,Repos de Ouro  Street of city park,Carla,Apartment,Entire home/apt,Real Bed,3,1125,flexible,6,3.0,4.0,3,2.0,120.0,48.0,0.0,1,Portugal,-8.65454,41.16035,73,87.0
2888,The Club Suite (King & sofa bed),Shannon,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,4,1.0,1.0,2,1.0,191.0,94.07480119284294,0.0,2,Canada,-73.58108,45.49998,365,100.0
2889,One istanbul Suadiye 1+1 (50 m2),One Istanbul,Aparthotel,Private room,Real Bed,1,365,moderate,2,1.0,2.0,0,1.0,453.0,0.0,179.0,1,Turkey,29.08179,40.95928,365,93.09924038225925
2890,"Napili Ridge 1 Bed Condo: Wi Fi, A/C, Ocean View",Christopher,Condominium,Entire home/apt,Real Bed,1,45,moderate,4,1.0,1.0,28,1.0,157.0,150.0,25.0,2,United States,-156.66469,20.99038,31,93.0
2891,Chambre privée quartier Le Village - Berri-UQAM,Anaelle,Apartment,Entire home/apt,Real Bed,3,7,flexible,2,1.0,1.0,2,1.0,23.0,94.07480119284294,0.0,1,Canada,-73.55932,45.5173,0,100.0
2892,Double Room /w Harbour Bridge view,Lyly,Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,0,1.0,75.0,94.07480119284294,0.0,1,Australia,151.22108,-33.83853,0,93.09924038225925
2893,City Centre & Calm Room,Şakir,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,0.0,1.0,25,1.0,179.0,94.07480119284294,0.0,1,Turkey,28.98269,41.03971,65,87.0
2894,"Large, comfy & bright North Sydney 1 bed apartment",Stephen (Sydney Holiday Rentals),Apartment,Entire home/apt,Real Bed,2,21,strict_14_with_grace_period,2,1.0,1.0,31,1.0,80.0,100.0,0.0,1,Australia,151.21632,-33.84401,38,91.0
2895,"Hong Kong University, MTR station 5 min walk away",Brend,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,3.0,63,1.0,856.0,306.0,157.0,2,Hong Kong,114.13993,22.28482,314,90.0
2896,Big double room with private bathroom,Angel,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,1.0,16,1.0,55.0,0.0,0.0,1,Spain,2.14306,41.38186,0,96.0
2897,"City Studio - Lan Kwai Fong, Central",Aloha,Apartment,Entire home/apt,Real Bed,2,60,moderate,2,0.0,1.0,46,1.0,542.0,100.0,100.0,2,Hong Kong,114.15569,22.27999,145,91.0
2898,Hawaiian Jungle Hut,Liz,Apartment,Entire home/apt,Real Bed,3,10,moderate,2,1.0,1.0,139,1.0,68.0,94.07480119284294,9.0,1,United States,-154.96773,19.55797,365,92.0
2899,Sagrada Familia up to 6!!,Oscar,Apartment,Entire home/apt,Real Bed,32,1124,flexible,6,4.0,6.0,0,2.0,50.0,94.07480119284294,0.0,1,Spain,2.1788,41.40387,311,93.09924038225925
2900,Ataköy Marina,Muzaffer,Bed and breakfast,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,58.0,94.07480119284294,0.0,1,Turkey,28.87645,40.97442,88,93.09924038225925
2901,Precioso Apartamento en Barcelona *Bcn* C02,María & Oscar,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1.0,2.0,22,1.0,150.0,15.0,14.0,2,Spain,2.17445,41.3973,241,86.0
2902,Newly renovated apt  ***5 mins to Causeway bay***,Shirley,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,0.0,1.0,1,1.0,424.0,200.0,0.0,1,Hong Kong,114.18573,22.27081,160,100.0
2903,"Perto do Porto, Gaia e mar.",Isabel,Apartment,Entire home/apt,Real Bed,3,1125,flexible,8,2.0,4.0,15,2.0,150.0,15.0,5.0,4,Portugal,-8.65134,41.13057,365,89.0
2904,Old City/Blue Mosque/St. Sophia,Azamatjon,Boutique hotel,Private room,Real Bed,2,1125,moderate,4,1.0,3.0,0,1.0,174.0,94.07480119284294,0.0,1,Turkey,28.98025,41.00321,284,93.09924038225925
2905,HOMESTAY NEAR MONTREAL AIRPORT,Neera,Townhouse,Shared room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,2.0,5,2.0,46.0,19.0,20.0,1,Canada,-73.79282,45.49385,365,68.0
2906,Causeway Bay.  Spacious Room with ROOFTOP  !!(18a),Jov,Apartment,Private room,Real Bed,29,1125,flexible,2,1.0,1.0,0,1.0,290.0,100.0,0.0,1,Hong Kong,114.18239,22.27802,346,93.09924038225925
2907,Quiet bungalow (Rivière des prairies),Jian,Bungalow,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,2,1.0,24.0,7.0,12.0,1,Canada,-73.61068,45.63219,268,100.0
2908,"Cozy Studios nice , secure and social area Harbiye",Stephen,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,1.0,0,1.0,264.0,94.07480119284294,0.0,1,Turkey,28.98415,41.04352,90,93.09924038225925
2909,Large Luxury Hong Kong Island apartment,Karen,Apartment,Entire home/apt,Real Bed,30,120,flexible,8,5.0,6.0,1,3.0,3399.0,500.0,0.0,1,Hong Kong,114.1259,22.27511,267,93.09924038225925
2910,Luxury 2 storey apartment with outdoor dining,Mike,Loft,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,3,1.0,1.0,4,1.0,200.0,60.0,0.0,1,Australia,151.21914,-33.8716,0,100.0
2911,"(香港佐敦)糖果音樂主題三人房 ~ 地理交通優先選(步行2分鐘到地鐵站, 6分鐘到尖沙咀)",Yannes,Hostel,Private room,Real Bed,1,1125,super_strict_60,3,1.0,2.0,8,1.0,597.0,94.07480119284294,250.0,3,Hong Kong,114.17131,22.30545,362,90.0
2912,Bohemian Suite,Rachelle,Guest suite,Private room,Real Bed,1,1125,moderate,1,1.0,1.0,11,1.0,40.0,94.07480119284294,0.0,1,Canada,-73.76779,45.45358,313,100.0
2913,The Porto Concierge - Camellia House,Rui,Apartment,Entire home/apt,Real Bed,2,1125,moderate,11,5.0,1.0,35,3.5,65.0,40.0,10.0,4,Portugal,-8.5978,41.16037,266,93.0
2914,CAUSEWAY BAY 2MIN FROM SUBWAY STUDIO,Thomas,Apartment,Entire home/apt,Real Bed,4,35,strict_14_with_grace_period,2,1.0,1.0,2,1.0,298.0,94.07480119284294,0.0,1,Hong Kong,114.1842,22.27839,0,100.0
2915,【城遇】樱空 日式loft公寓 近罗湖口岸国贸金光华万象城东门 双地铁口 好住好逛又好吃,馨,Loft,Entire home/apt,Real Bed,1,1125,moderate,2,1.0,1.0,52,1.0,369.0,47.0,0.0,1,China,114.12644,22.53663,358,95.0
2916,Stunning Beachside Studio Unit  on Bondi Beach,Natasha,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2,0.0,1.0,22,1.0,100.0,100.0,50.0,2,Australia,151.27387,-33.89523,339,95.0
2917,Chambre privée au coeur de Rosemont,Touria,Apartment,Private room,Real Bed,2,15,moderate,1,1.0,1.0,7,1.0,16.0,15.0,10.0,1,Canada,-73.57309,45.54917,61,100.0
2918,"Dublex, 4 Room, Terrace, Sunny House at Center",Kerem,Apartment,Entire home/apt,Real Bed,4,30,flexible,6,2.0,4.0,4,2.0,206.0,0.0,53.0,4,Turkey,29.03738,40.98682,96,100.0
2919,OPORTO GUEST Downtown 2,Oporto Guest,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0.0,1.0,6,1.0,55.0,16.0,0.0,2,Portugal,-8.61376,41.15167,340,100.0
2920,Double room + Private Bathroom / Sagrada Familia,Francisco F,Apartment,Private room,Real Bed,1,1,flexible,2,1.0,1.0,41,1.0,40.0,94.07480119284294,0.0,1,Spain,2.18758,41.41355,59,95.0
2921,"Very bright Studio, downtown Montreal with view.",Carole,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,0.0,1.0,33,1.0,90.0,94.07480119284294,0.0,1,Canada,-73.57849,45.50111,0,95.0
2922,The Best point to Enjoy Barcelona,Leonor,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,3,1.0,2.0,21,1.0,35.0,30.0,30.0,1,Spain,2.18066,41.39332,342,94.0
2923,Homey looking room across from Concordia Loyola,Diane,Apartment,Private room,Real Bed,180,1125,flexible,1,1.0,1.0,0,1.0,30.0,94.07480119284294,0.0,1,Canada,-73.63988,45.45644,180,93.09924038225925
2924,"4 bdrm, 2 bath, 2 living room, kitchen",Bingning,House,Entire home/apt,Real Bed,1,30,flexible,12,4.0,8.0,4,2.0,79.0,140.0,0.0,1,United States,-157.79939,21.2946,154,100.0
2925,Lanikai La'i Hale with Oceanview 3BD plus Loft/3BA,Elite,House,Entire home/apt,Real Bed,1,1125,super_strict_60,6,4.0,4.0,0,3.0,800.0,800.0,25.0,8,United States,-157.71895,21.3938,217,93.09924038225925
2926,Executive private room near museum station`,Carol And Ian,Apartment,Private room,Real Bed,2,90,moderate,2,1.0,1.0,17,1.0,129.0,20.0,0.0,1,Australia,151.21246,-33.87649,5,99.0
2927,Apartamento de Qualidade no Porto,Maria De Lurdes,Apartment,Entire home/apt,Real Bed,3,365,moderate,4,1.0,1.0,188,1.0,65.0,0.0,15.0,2,Portugal,-8.61876,41.14765,297,97.0
2928,Piso 3 habitaciones con encanto en Fuente Mágica,Sara,Apartment,Entire home/apt,Real Bed,60,1095,strict_14_with_grace_period,3,3.0,3.0,0,1.0,80.0,94.07480119284294,0.0,1,Spain,2.14544,41.37094,179,93.09924038225925
2929,Family house in Monterey for May/June/part July,Zan,House,Entire home/apt,Real Bed,3,70,strict_14_with_grace_period,4,2.0,2.0,0,2.0,165.0,94.07480119284294,0.0,1,Australia,151.15043,-33.97339,0,93.09924038225925
2930,Perfect Sea View,José,Apartment,Entire home/apt,Real Bed,2,300,moderate,5,2.0,4.0,7,1.0,50.0,30.0,10.0,2,Portugal,-8.75701,41.36072,252,100.0
2931,Cihangir Modern Flat,Ekin,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,0,1.0,227.0,94.07480119284294,0.0,1,Turkey,28.97929,41.03054,87,93.09924038225925
2932,"luxueux appartement ,a partager en colocation",Christiane,Condominium,Private room,Real Bed,5,365,flexible,2,1.0,1.0,0,1.0,70.0,94.07480119284294,0.0,1,Canada,-73.69629,45.43375,362,93.09924038225925
2933,Wan Chai Flat Share Room (MH3c),Morgan,Apartment,Private room,Real Bed,31,1125,flexible,1,1.0,1.0,0,1.0,228.0,0.0,0.0,1,Hong Kong,114.17963,22.27639,179,93.09924038225925
2934,Beautiful Mezzanine Studio (2 Guests) - N. Nasoni,Oporto City Flats,Apartment,Entire home/apt,Real Bed,1,700,moderate,2,1.0,1.0,5,1.0,55.0,5.0,15.0,2,Portugal,-8.61221,41.14422,331,100.0
2935,Wailea Elua Village 2401 - Ocean View,Destination Residences,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,4,1.0,2.0,0,2.0,489.0,0.0,35.0,2,United States,-156.44118,20.6892,40,93.09924038225925
2936,ANITAHOUSE,Luis,House,Entire home/apt,Real Bed,2,30,flexible,6,3.0,4.0,23,2.0,70.0,94.07480119284294,15.0,6,Portugal,-8.6206,41.12383,265,99.0
2937,Origami Porto Deluxe Suite,Kamal,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,60.0,94.07480119284294,0.0,1,Portugal,-8.60621,41.12929,365,93.09924038225925
2938,Modest House,Julian,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,3.0,1.0,30,1.0,55.0,25.0,0.0,1,Portugal,-8.599,41.13317,314,85.0
2939,Luxury 2+1 Apartment,Arzu,Apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2.0,2.0,9,1.0,285.0,94.07480119284294,0.0,1,Turkey,28.97444,41.02758,362,78.0
2940,Double room only for pet lovers!,Stephanie,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,2,1.0,65.0,15.0,0.0,1,Spain,2.1746,41.38634,285,100.0
2941,"Front Row Ocean Views, Super-Spacious Luxury 2/2",Kevin,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,2.0,2.0,8,2.0,259.0,175.0,0.0,1,United States,-156.44299,20.7079,208,95.0
2942,"Bağdat Caddesi sahilde, her yere yakın, çok şık.",Berat,Serviced apartment,Entire home/apt,Real Bed,5,1124,moderate,4,2.0,3.0,1,1.0,749.0,250.0,50.0,2,Turkey,29.08891,40.95592,179,60.0
2943,Beautiful family house,Shawn,House,Entire home/apt,Real Bed,2,20,moderate,10,4.0,6.0,0,3.5,165.0,75.0,0.0,1,Portugal,-8.67529,41.16528,0,93.09924038225925
2944,"Apartment in Montmartre, Paris",Bahar,Apartment,Entire home/apt,Real Bed,7,90,moderate,2,1.0,1.0,1,1.0,295.0,94.07480119284294,0.0,1,Turkey,28.98564,41.03203,358,100.0
2945,"Terrace- park view, great location, quiet street.",Arianne,Townhouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2.0,2.0,6,1.5,112.0,50.0,0.0,1,Australia,151.17826,-33.9118,0,97.0
